chr	start	end	JC2140_neg	JC2307_neg	JC2307_pos	GC
NC_003062_3_fused	2240001	2245000	2393	2798	2387	0.583
NC_003062_3_fused	2245001	2250000	2365	2917	2482	0.595
NC_003062_3_fused	2250001	2255000	2283	3008	2617	0.586
NC_003062_3_fused	2255001	2260000	2329	3120	2573	0.614
NC_003062_3_fused	2260001	2265000	2442	3037	2570	0.622
NC_003062_3_fused	2265001	2270000	2515	2873	2564	0.613
NC_003062_3_fused	2270001	2275000	2486	2869	2500	0.596
NC_003062_3_fused	2275001	2280000	2352	3027	2640	0.611
NC_003062_3_fused	2280001	2285000	2554	3209	2788	0.607
NC_003062_3_fused	2285001	2290000	2416	3336	2757	0.582
NC_003062_3_fused	2290001	2295000	2394	3198	2696	0.607
NC_003062_3_fused	2295001	2300000	2579	3109	2665	0.577
NC_003062_3_fused	2300001	2305000	2617	3017	2705	0.604
NC_003062_3_fused	2305001	2310000	2610	2991	2583	0.557
NC_003062_3_fused	2310001	2315000	2483	3370	2619	0.604
NC_003062_3_fused	2315001	2320000	2456	3151	2969	0.598
NC_003062_3_fused	2320001	2325000	2462	3009	2702	0.579
NC_003062_3_fused	2325001	2330000	2258	3002	2612	0.601
NC_003062_3_fused	2330001	2335000	2306	2971	2599	0.569
NC_003062_3_fused	2335001	2340000	2470	2984	2682	0.578
NC_003062_3_fused	2340001	2345000	2691	2837	2658	0.578
NC_003062_3_fused	2345001	2350000	2755	2816	2614	0.606
NC_003062_3_fused	2350001	2355000	2551	2949	2767	0.599
NC_003062_3_fused	2355001	2360000	2462	2926	2719	0.607
NC_003062_3_fused	2360001	2365000	2358	2937	2724	0.596
NC_003062_3_fused	2365001	2370000	2216	2921	2582	0.602
NC_003062_3_fused	2370001	2375000	2196	2723	2556	0.578
NC_003062_3_fused	2375001	2380000	2301	2682	2575	0.605
NC_003062_3_fused	2380001	2385000	2264	2769	2498	0.613
NC_003062_3_fused	2385001	2390000	2323	3034	2632	0.599
NC_003062_3_fused	2390001	2395000	2535	3056	2599	0.589
NC_003062_3_fused	2395001	2400000	2581	3105	2629	0.601
NC_003062_3_fused	2400001	2405000	2406	3194	2574	0.594
NC_003062_3_fused	2405001	2410000	2292	3009	2585	0.624
NC_003062_3_fused	2410001	2415000	2143	2895	2505	0.607
NC_003062_3_fused	2415001	2420000	2122	3000	2578	0.584
NC_003062_3_fused	2420001	2425000	2225	3190	2575	0.584
NC_003062_3_fused	2425001	2430000	2238	3134	2610	0.595
NC_003062_3_fused	2430001	2435000	2307	2865	2630	0.604
NC_003062_3_fused	2435001	2440000	2352	2761	2630	0.623
NC_003062_3_fused	2440001	2445000	2458	2863	2428	0.599
NC_003062_3_fused	2445001	2450000	2455	2881	2452	0.606
NC_003062_3_fused	2450001	2455000	2503	3013	2542	0.587
NC_003062_3_fused	2455001	2460000	2423	3053	2544	0.618
NC_003062_3_fused	2460001	2465000	2319	3106	2522	0.626
NC_003062_3_fused	2465001	2470000	2194	2939	2501	0.606
NC_003062_3_fused	2470001	2475000	2274	2931	2568	0.614
NC_003062_3_fused	2475001	2480000	2344	2771	2699	0.616
NC_003062_3_fused	2480001	2485000	2287	2858	2618	0.593
NC_003062_3_fused	2485001	2490000	2350	2879	2279	0.587
NC_003062_3_fused	2490001	2495000	2265	2721	2249	0.581
NC_003062_3_fused	2495001	2500000	2272	2778	2433	0.610
NC_003062_3_fused	2500001	2505000	2242	2835	2539	0.597
NC_003062_3_fused	2505001	2510000	2141	2957	2517	0.617
NC_003062_3_fused	2510001	2515000	2191	3046	2599	0.600
NC_003062_3_fused	2515001	2520000	2346	3063	2649	0.608
NC_003062_3_fused	2520001	2525000	2417	2966	2605	0.603
NC_003062_3_fused	2525001	2530000	2269	3074	2503	0.589
NC_003062_3_fused	2530001	2535000	2278	3157	2392	0.602
NC_003062_3_fused	2535001	2540000	2521	3182	2509	0.602
NC_003062_3_fused	2540001	2545000	2511	3072	2509	0.590
NC_003062_3_fused	2545001	2550000	2495	3043	2610	0.574
NC_003062_3_fused	2550001	2555000	2440	2993	2589	0.598
NC_003062_3_fused	2555001	2560000	2297	2964	2432	0.598
NC_003062_3_fused	2560001	2565000	2271	2209	1820	0.609
NC_003062_3_fused	2565001	2570000	2365	1962	1647	0.589
NC_003062_3_fused	2570001	2575000	2185	2800	2353	0.627
NC_003062_3_fused	2575001	2580000	2235	2864	2381	0.601
NC_003062_3_fused	2580001	2585000	2157	2950	2354	0.599
NC_003062_3_fused	2585001	2590000	2130	2907	2338	0.596
NC_003062_3_fused	2590001	2595000	2158	2806	2318	0.584
NC_003062_3_fused	2595001	2600000	2099	2759	2297	0.592
NC_003062_3_fused	2600001	2605000	2162	2747	2379	0.598
NC_003062_3_fused	2605001	2610000	2102	2619	2438	0.620
NC_003062_3_fused	2610001	2615000	2081	2576	2321	0.611
NC_003062_3_fused	2615001	2620000	2167	2729	2225	0.611
NC_003062_3_fused	2620001	2625000	2090	2902	2226	0.603
NC_003062_3_fused	2625001	2630000	2245	2859	2300	0.594
NC_003062_3_fused	2630001	2635000	2134	2766	2558	0.601
NC_003062_3_fused	2635001	2640000	2148	2729	2534	0.609
NC_003062_3_fused	2640001	2645000	2178	2870	2452	0.611
NC_003062_3_fused	2645001	2650000	2206	2888	2277	0.596
NC_003062_3_fused	2650001	2655000	2188	2858	2179	0.617
NC_003062_3_fused	2655001	2660000	2161	2863	2176	0.600
NC_003062_3_fused	2660001	2665000	2270	2765	2205	0.579
NC_003062_3_fused	2665001	2670000	2167	2766	2249	0.617
NC_003062_3_fused	2670001	2675000	2131	2763	2378	0.604
NC_003062_3_fused	2675001	2680000	2169	2851	2176	0.591
NC_003062_3_fused	2680001	2685000	2142	2830	2172	0.606
NC_003062_3_fused	2685001	2690000	2143	3009	2302	0.596
NC_003062_3_fused	2690001	2695000	2246	3017	2392	0.614
NC_003062_3_fused	2695001	2700000	2299	2895	2461	0.594
NC_003062_3_fused	2700001	2705000	2186	2836	2466	0.610
NC_003062_3_fused	2705001	2710000	2134	2572	2349	0.615
NC_003062_3_fused	2710001	2715000	2173	2546	2258	0.611
NC_003062_3_fused	2715001	2720000	2224	2534	2337	0.633
NC_003062_3_fused	2720001	2725000	2103	2766	2526	0.633
NC_003062_3_fused	2725001	2730000	2072	2883	2494	0.647
NC_003062_3_fused	2730001	2735000	2103	2982	2436	0.639
NC_003062_3_fused	2735001	2740000	2003	2889	2369	0.625
NC_003062_3_fused	2740001	2745000	2057	2750	2314	0.611
NC_003062_3_fused	2745001	2750000	2146	2819	2300	0.621
NC_003062_3_fused	2750001	2755000	2214	2809	2321	0.600
NC_003062_3_fused	2755001	2760000	2151	2744	2283	0.601
NC_003062_3_fused	2760001	2765000	2102	2726	2228	0.578
NC_003062_3_fused	2765001	2770000	2116	2935	2546	0.602
NC_003062_3_fused	2770001	2775000	2083	2801	2586	0.608
NC_003062_3_fused	2775001	2780000	2177	2848	2382	0.584
NC_003062_3_fused	2780001	2785000	2173	2983	2391	0.596
NC_003062_3_fused	2785001	2790000	2205	2812	2494	0.560
NC_003062_3_fused	2790001	2795000	2239	2803	2493	0.598
NC_003062_3_fused	2795001	2800000	2296	2909	2388	0.572
NC_003062_3_fused	2800001	2805000	2103	2709	2418	0.582
NC_003062_3_fused	2805001	2810000	1855	2625	2400	0.610
NC_003062_3_fused	2810001	2815000	1814	2497	2204	0.609
NC_003062_3_fused	2815001	2820000	1830	2680	2163	0.602
NC_003062_3_fused	2820001	2825000	1978	2787	2253	0.602
NC_003062_3_fused	2825001	2830000	1951	2748	2275	0.592
NC_003062_3_fused	2830001	2835000	1985	2777	2187	0.617
NC_003062_3_fused	2835001	2840000	2095	2556	2190	0.601
NC_003062_3_fused	2840001	2845000	2089	2549	2128	0.606
NC_003062_3_fused	2845001	2850000	2029	2575	2129	0.609
NC_003062_3_fused	2850001	2855000	1989	2663	2129	0.591
NC_003062_3_fused	2855001	2860000	1989	2558	2201	0.606
NC_003062_3_fused	2860001	2865000	2003	2615	2218	0.596
NC_003062_3_fused	2865001	2870000	1998	2860	2335	0.595
NC_003062_3_fused	2870001	2875000	1945	2688	2206	0.586
NC_003062_3_fused	2875001	2880000	1987	2596	2168	0.573
NC_003062_3_fused	2880001	2885000	1933	2761	2106	0.615
NC_003062_3_fused	2885001	2890000	1898	2901	2174	0.596
NC_003062_3_fused	2890001	2895000	1887	2594	2306	0.585
NC_003062_3_fused	2895001	2900000	1988	2650	2205	0.599
NC_003062_3_fused	2900001	2905000	2050	2764	2274	0.592
NC_003062_3_fused	2905001	2910000	2128	2928	2388	0.592
NC_003062_3_fused	2910001	2915000	2008	2797	2348	0.589
NC_003062_3_fused	2915001	2920000	1990	2863	2321	0.600
NC_003062_3_fused	2920001	2925000	2075	2948	2181	0.591
NC_003062_3_fused	2925001	2930000	1969	2872	2131	0.594
NC_003062_3_fused	2930001	2935000	2052	2886	2237	0.584
NC_003062_3_fused	2935001	2940000	2007	2769	2383	0.605
NC_003062_3_fused	2940001	2945000	1943	2525	2344	0.598
NC_003062_3_fused	2945001	2950000	1984	2544	2420	0.590
NC_003062_3_fused	2950001	2955000	1916	2768	2271	0.613
NC_003062_3_fused	2955001	2960000	2035	2977	2243	0.582
NC_003062_3_fused	2960001	2965000	2119	2980	2375	0.579
NC_003062_3_fused	2965001	2970000	2041	3069	2471	0.602
NC_003062_3_fused	2970001	2975000	1970	2763	2352	0.600
NC_003062_3_fused	2975001	2980000	1867	2582	2256	0.581
NC_003062_3_fused	2980001	2985000	1962	2507	2247	0.549
NC_003062_3_fused	2985001	2990000	1948	2612	2131	0.576
NC_003062_3_fused	2990001	2995000	1940	2737	2153	0.611
NC_003062_3_fused	2995001	3000000	2120	2831	2157	0.601
NC_003062_3_fused	3000001	3005000	2032	2803	2133	0.574
NC_003062_3_fused	3005001	3010000	1919	2813	2178	0.580
NC_003062_3_fused	3010001	3015000	1894	2858	2345	0.578
NC_003062_3_fused	3015001	3020000	2031	2888	2425	0.565
NC_003062_3_fused	3020001	3025000	2485	2968	2468	0.590
NC_003062_3_fused	3025001	3030000	2320	3004	2573	0.601
NC_003062_3_fused	3030001	3035000	2243	2931	2668	0.589
NC_003062_3_fused	3035001	3040000	2084	2863	2439	0.587
NC_003062_3_fused	3040001	3045000	1937	2750	2245	0.591
NC_003062_3_fused	3045001	3050000	2114	2801	2182	0.593
NC_003062_3_fused	3050001	3055000	2214	2906	2234	0.581
NC_003062_3_fused	3055001	3060000	2227	2951	2546	0.619
NC_003062_3_fused	3060001	3065000	2187	2871	2450	0.608
NC_003062_3_fused	3065001	3070000	2176	2894	2491	0.586
NC_003062_3_fused	3070001	3075000	2256	2988	2483	0.596
NC_003062_3_fused	3075001	3080000	2102	2775	2369	0.594
NC_003062_3_fused	3080001	3085000	2008	2500	2205	0.588
NC_003062_3_fused	3085001	3090000	1927	2403	2102	0.606
NC_003062_3_fused	3090001	3095000	1860	2496	2087	0.590
NC_003062_3_fused	3095001	3100000	1992	2733	2245	0.598
NC_003062_3_fused	3100001	3105000	2082	2759	2351	0.619
NC_003062_3_fused	3105001	3110000	2139	2809	2151	0.605
NC_003062_3_fused	3110001	3115000	2080	2750	2110	0.609
NC_003062_3_fused	3115001	3120000	2034	2783	2161	0.592
NC_003062_3_fused	3120001	3125000	2118	2892	2351	0.590
NC_003062_3_fused	3125001	3130000	1917	2898	2354	0.590
NC_003062_3_fused	3130001	3135000	1962	3005	2319	0.582
NC_003062_3_fused	3135001	3140000	2046	3008	2309	0.577
NC_003062_3_fused	3140001	3145000	2106	2739	2460	0.603
NC_003062_3_fused	3145001	3150000	2134	2669	2409	0.592
NC_003062_3_fused	3150001	3155000	1987	2840	2374	0.588
NC_003062_3_fused	3155001	3160000	1950	2838	2470	0.589
NC_003062_3_fused	3160001	3165000	1953	2933	2423	0.586
NC_003062_3_fused	3165001	3170000	1988	2982	2288	0.620
NC_003062_3_fused	3170001	3175000	2042	3054	2276	0.615
NC_003062_3_fused	3175001	3180000	2063	2879	2343	0.588
NC_003062_3_fused	3180001	3185000	2270	2758	2420	0.571
NC_003062_3_fused	3185001	3190000	2126	2794	2225	0.577
NC_003062_3_fused	3190001	3195000	2085	2834	2228	0.597
NC_003062_3_fused	3195001	3200000	2161	2839	2377	0.588
NC_003062_3_fused	3200001	3205000	2198	2788	2418	0.606
NC_003062_3_fused	3205001	3210000	2180	2628	2479	0.586
NC_003062_3_fused	3210001	3215000	2129	2613	2303	0.588
NC_003062_3_fused	3215001	3220000	2087	2648	2239	0.591
NC_003062_3_fused	3220001	3225000	1957	2835	2399	0.598
NC_003062_3_fused	3225001	3230000	1920	2892	2464	0.585
NC_003062_3_fused	3230001	3235000	1870	2733	2528	0.595
NC_003062_3_fused	3235001	3240000	2009	2726	2524	0.578
NC_003062_3_fused	3240001	3245000	2050	2643	2370	0.573
NC_003062_3_fused	3245001	3250000	2148	2546	2312	0.599
NC_003062_3_fused	3250001	3255000	2140	2430	2234	0.589
NC_003062_3_fused	3255001	3260000	2191	2631	2266	0.585
NC_003062_3_fused	3260001	3265000	2294	2727	2282	0.596
NC_003062_3_fused	3265001	3270000	2080	2760	2268	0.591
NC_003062_3_fused	3270001	3275000	2093	2643	2298	0.603
NC_003062_3_fused	3275001	3280000	2100	2583	2264	0.580
NC_003062_3_fused	3280001	3285000	2105	2506	2248	0.604
NC_003062_3_fused	3285001	3290000	2171	2475	2283	0.596
NC_003062_3_fused	3290001	3295000	2335	2662	2312	0.593
NC_003062_3_fused	3295001	3300000	2218	2597	2481	0.587
NC_003062_3_fused	3300001	3305000	2087	2624	2441	0.606
NC_003062_3_fused	3305001	3310000	2048	2545	2394	0.582
NC_003062_3_fused	3310001	3315000	1874	2523	2327	0.598
NC_003062_3_fused	3315001	3320000	1854	2475	2302	0.575
NC_003062_3_fused	3320001	3325000	1943	2569	2285	0.603
NC_003062_3_fused	3325001	3330000	2033	2616	2288	0.570
NC_003062_3_fused	3330001	3335000	2092	2740	2401	0.585
NC_003062_3_fused	3335001	3340000	2097	2652	2392	0.582
NC_003062_3_fused	3340001	3345000	1992	2596	2345	0.612
NC_003062_3_fused	3345001	3350000	1975	2550	2253	0.575
NC_003062_3_fused	3350001	3355000	1941	2709	2254	0.593
NC_003062_3_fused	3355001	3360000	2016	2759	2350	0.602
NC_003062_3_fused	3360001	3365000	2032	2692	2427	0.602
NC_003062_3_fused	3365001	3370000	2115	2562	2362	0.598
NC_003062_3_fused	3370001	3375000	2120	2332	2385	0.593
NC_003062_3_fused	3375001	3380000	1943	2231	2347	0.604
NC_003062_3_fused	3380001	3385000	1911	2267	2257	0.589
NC_003062_3_fused	3385001	3390000	1939	2440	2275	0.559
NC_003062_3_fused	3390001	3395000	1939	2451	2149	0.591
NC_003062_3_fused	3395001	3400000	2048	2362	2177	0.548
NC_003062_3_fused	3400001	3405000	2102	2393	2188	0.617
NC_003062_3_fused	3405001	3410000	2113	2564	2347	0.599
NC_003062_3_fused	3410001	3415000	2147	2548	2296	0.584
NC_003062_3_fused	3415001	3420000	2149	2555	2301	0.591
NC_003062_3_fused	3420001	3425000	2141	2568	2322	0.605
NC_003062_3_fused	3425001	3430000	2037	2563	2405	0.583
NC_003062_3_fused	3430001	3435000	2180	2696	2521	0.586
NC_003062_3_fused	3435001	3440000	2292	2687	2418	0.616
NC_003062_3_fused	3440001	3445000	2272	2729	2326	0.610
NC_003062_3_fused	3445001	3450000	2163	2732	2342	0.631
NC_003062_3_fused	3450001	3455000	2112	2736	2351	0.591
NC_003062_3_fused	3455001	3460000	2101	2783	2582	0.627
NC_003062_3_fused	3460001	3465000	2015	2726	2629	0.599
NC_003062_3_fused	3465001	3470000	1959	2634	2295	0.570
NC_003062_3_fused	3470001	3475000	1970	2465	2289	0.600
NC_003062_3_fused	3475001	3480000	2183	2477	2238	0.591
NC_003062_3_fused	3480001	3485000	2158	2511	2381	0.587
NC_003062_3_fused	3485001	3490000	2192	2538	2355	0.582
NC_003062_3_fused	3490001	3495000	2124	2456	2260	0.606
NC_003062_3_fused	3495001	3500000	2064	2456	2106	0.582
NC_003062_3_fused	3500001	3505000	1976	2509	2059	0.600
NC_003062_3_fused	3505001	3510000	2013	2447	2115	0.585
NC_003062_3_fused	3510001	3515000	2069	2496	2240	0.578
NC_003062_3_fused	3515001	3520000	1985	2680	2277	0.600
NC_003062_3_fused	3520001	3525000	1995	2593	2517	0.589
NC_003062_3_fused	3525001	3530000	2194	2592	2479	0.612
NC_003062_3_fused	3530001	3535000	2183	2538	2484	0.604
NC_003062_3_fused	3535001	3540000	2105	2597	2538	0.588
NC_003062_3_fused	3540001	3545000	2128	2534	2448	0.595
NC_003062_3_fused	3545001	3550000	2042	2636	2354	0.594
NC_003062_3_fused	3550001	3555000	2066	2754	2261	0.589
NC_003062_3_fused	3555001	3560000	2112	2726	2267	0.572
NC_003062_3_fused	3560001	3565000	2337	2695	2367	0.589
NC_003062_3_fused	3565001	3570000	2151	2624	2497	0.601
NC_003062_3_fused	3570001	3575000	2102	2607	2565	0.599
NC_003062_3_fused	3575001	3580000	2163	2753	2421	0.614
NC_003062_3_fused	3580001	3585000	2108	2769	2440	0.611
NC_003062_3_fused	3585001	3590000	2185	2778	2508	0.617
NC_003062_3_fused	3590001	3595000	2327	2858	2734	0.606
NC_003062_3_fused	3595001	3600000	2240	2987	2621	0.608
NC_003062_3_fused	3600001	3605000	2167	2803	2572	0.595
NC_003062_3_fused	3605001	3610000	2131	2656	2582	0.582
NC_003062_3_fused	3610001	3615000	2223	2558	2533	0.597
NC_003062_3_fused	3615001	3620000	2343	2542	2410	0.618
NC_003062_3_fused	3620001	3625000	2318	2577	2313	0.582
NC_003062_3_fused	3625001	3630000	2351	2643	2426	0.590
NC_003062_3_fused	3630001	3635000	2443	2698	2444	0.586
NC_003062_3_fused	3635001	3640000	2431	2592	2510	0.590
NC_003062_3_fused	3640001	3645000	2437	2583	2580	0.595
NC_003062_3_fused	3645001	3650000	2444	2578	2726	0.587
NC_003062_3_fused	3650001	3655000	2344	2670	2727	0.596
NC_003062_3_fused	3655001	3660000	2349	2822	2801	0.590
NC_003062_3_fused	3660001	3665000	2400	2791	2669	0.607
NC_003062_3_fused	3665001	3670000	2190	2648	2621	0.580
NC_003062_3_fused	3670001	3675000	2231	2552	2640	0.607
NC_003062_3_fused	3675001	3680000	2213	2552	2673	0.600
NC_003062_3_fused	3680001	3685000	2174	2628	2721	0.584
NC_003062_3_fused	3685001	3690000	2231	2600	2662	0.599
NC_003062_3_fused	3690001	3695000	2221	2598	2528	0.578
NC_003062_3_fused	3695001	3700000	2289	2692	2587	0.586
NC_003062_3_fused	3700001	3705000	2308	2584	2527	0.584
NC_003062_3_fused	3705001	3710000	2341	2565	2558	0.576
NC_003062_3_fused	3710001	3715000	2338	2515	2875	0.602
NC_003062_3_fused	3715001	3720000	2408	2679	2775	0.595
NC_003062_3_fused	3720001	3725000	2326	2631	2739	0.617
NC_003062_3_fused	3725001	3730000	2264	2852	2759	0.603
NC_003062_3_fused	3730001	3735000	2339	2958	2847	0.599
NC_003062_3_fused	3735001	3740000	2406	2892	2743	0.593
NC_003062_3_fused	3740001	3745000	2350	2635	2764	0.608
NC_003062_3_fused	3745001	3750000	2387	2791	2763	0.600
NC_003062_3_fused	3750001	3755000	2427	2714	2745	0.581
NC_003062_3_fused	3755001	3760000	2553	2742	2750	0.592
NC_003062_3_fused	3760001	3765000	2469	2663	2762	0.591
NC_003062_3_fused	3765001	3770000	2455	2635	3005	0.563
NC_003062_3_fused	3770001	3775000	2549	2676	3059	0.535
NC_003062_3_fused	3775001	3780000	2590	2732	2928	0.502
NC_003062_3_fused	3780001	3785000	2479	2724	2824	0.524
NC_003062_3_fused	3785001	3790000	2254	2576	2722	0.569
NC_003062_3_fused	3790001	3795000	2092	2665	2620	0.562
NC_003062_3_fused	3795001	3800000	2087	2716	2594	0.587
NC_003062_3_fused	3800001	3805000	2262	2673	2791	0.612
NC_003062_3_fused	3805001	3810000	2124	2659	2684	0.577
NC_003062_3_fused	3810001	3815000	2117	2675	2602	0.605
NC_003062_3_fused	3815001	3820000	2204	2530	2551	0.611
NC_003062_3_fused	3820001	3825000	2284	2318	2498	0.561
NC_003062_3_fused	3825001	3830000	2326	2373	2545	0.600
NC_003062_3_fused	3830001	3835000	2511	2584	2769	0.583
NC_003062_3_fused	3835001	3840000	2389	2714	2747	0.593
NC_003062_3_fused	3840001	3845000	2354	2620	2709	0.619
NC_003062_3_fused	3845001	3850000	2529	2649	2665	0.592
NC_003062_3_fused	3850001	3855000	2572	2626	2630	0.597
NC_003062_3_fused	3855001	3860000	2561	2606	2659	0.610
NC_003062_3_fused	3860001	3865000	2401	2589	2560	0.590
NC_003062_3_fused	3865001	3870000	2349	2443	2595	0.553
NC_003062_3_fused	3870001	3875000	2307	2463	2718	0.564
NC_003062_3_fused	3875001	3880000	2192	2426	2585	0.595
NC_003062_3_fused	3880001	3885000	2140	2488	2489	0.608
NC_003062_3_fused	3885001	3890000	2202	2496	2591	0.530
NC_003062_3_fused	3890001	3895000	2214	2639	2608	0.555
NC_003062_3_fused	3895001	3900000	2321	2617	2666	0.589
NC_003062_3_fused	3900001	3905000	2386	2510	2836	0.610
NC_003062_3_fused	3905001	3910000	2423	2561	2894	0.594
NC_003062_3_fused	3910001	3915000	2670	2712	2830	0.594
NC_003062_3_fused	3915001	3920000	2643	3001	2864	0.604
NC_003062_3_fused	3920001	3925000	2610	2837	3058	0.618
NC_003062_3_fused	3925001	3930000	2623	2769	2958	0.613
NC_003062_3_fused	3930001	3935000	2772	2789	2981	0.597
NC_003062_3_fused	3935001	3940000	2768	2604	3000	0.581
NC_003062_3_fused	3940001	3945000	2649	2548	2839	0.603
NC_003062_3_fused	3945001	3950000	2319	2432	2732	0.593
NC_003062_3_fused	3950001	3955000	2234	2582	2737	0.611
NC_003062_3_fused	3955001	3960000	2365	2747	2668	0.611
NC_003062_3_fused	3960001	3965000	2401	2738	2639	0.608
NC_003062_3_fused	3965001	3970000	2430	2577	2668	0.579
NC_003062_3_fused	3970001	3975000	2404	2393	2805	0.593
NC_003062_3_fused	3975001	3980000	2332	2368	2516	0.595
NC_003062_3_fused	3980001	3985000	2288	2397	2472	0.616
NC_003062_3_fused	3985001	3990000	2162	2439	2489	0.597
NC_003062_3_fused	3990001	3995000	2114	2542	2599	0.612
NC_003062_3_fused	3995001	4000000	2236	2626	2664	0.606
NC_003062_3_fused	4000001	4005000	2220	2636	2595	0.608
NC_003062_3_fused	4005001	4010000	2266	2431	2479	0.599
NC_003062_3_fused	4010001	4015000	2261	2419	2620	0.604
NC_003062_3_fused	4015001	4020000	2137	2555	2731	0.587
NC_003062_3_fused	4020001	4025000	2186	2752	2770	0.579
NC_003062_3_fused	4025001	4030000	2368	2682	2711	0.599
NC_003062_3_fused	4030001	4035000	2400	2601	2789	0.620
NC_003062_3_fused	4035001	4040000	2333	2632	2867	0.597
NC_003062_3_fused	4040001	4045000	2400	2618	2946	0.589
NC_003062_3_fused	4045001	4050000	2454	2543	2922	0.605
NC_003062_3_fused	4050001	4055000	2305	2551	2633	0.623
NC_003062_3_fused	4055001	4060000	2377	2632	2617	0.597
NC_003062_3_fused	4060001	4065000	2322	2743	2638	0.621
NC_003062_3_fused	4065001	4070000	2332	2947	2814	0.594
NC_003062_3_fused	4070001	4075000	2443	2818	2856	0.588
NC_003062_3_fused	4075001	4080000	2482	2755	2811	0.599
NC_003062_3_fused	4080001	4085000	2558	2746	2985	0.599
NC_003062_3_fused	4085001	4090000	2640	2749	3035	0.593
NC_003062_3_fused	4090001	4095000	2323	2696	2936	0.609
NC_003062_3_fused	4095001	4100000	2323	2659	2929	0.598
NC_003062_3_fused	4100001	4105000	2367	2569	2871	0.593
NC_003062_3_fused	4105001	4110000	2477	2602	2834	0.588
NC_003062_3_fused	4110001	4115000	2481	2649	2982	0.586
NC_003062_3_fused	4115001	4120000	2445	2527	3082	0.613
NC_003062_3_fused	4120001	4125000	2490	2540	2985	0.601
NC_003062_3_fused	4125001	4130000	2409	2738	2661	0.584
NC_003062_3_fused	4130001	4135000	2420	2960	2726	0.578
NC_003062_3_fused	4135001	4140000	2528	2990	2750	0.598
NC_003062_3_fused	4140001	4145000	2529	2714	2571	0.587
NC_003062_3_fused	4145001	4150000	2415	2604	2509	0.566
NC_003062_3_fused	4150001	4155000	2404	2538	2467	0.526
NC_003062_3_fused	4155001	4160000	2435	2728	2746	0.572
NC_003062_3_fused	4160001	4165000	2583	2870	2953	0.585
NC_003062_3_fused	4165001	4170000	2542	2860	2893	0.567
NC_003062_3_fused	4170001	4175000	2449	1	0	0.574
NC_003062_3_fused	4175001	4180000	2456	2653	2851	0.587
NC_003062_3_fused	4180001	4185000	2633	2772	3050	0.582
NC_003062_3_fused	4185001	4190000	2646	2859	3120	0.598
NC_003062_3_fused	4190001	4195000	2623	2686	3005	0.610
NC_003062_3_fused	4195001	4200000	2586	2647	2774	0.598
NC_003062_3_fused	4200001	4205000	2488	2580	2764	0.586
NC_003062_3_fused	4205001	4210000	2459	2666	2863	0.604
NC_003062_3_fused	4210001	4215000	2526	2627	2832	0.596
NC_003062_3_fused	4215001	4220000	2499	2521	2741	0.597
NC_003062_3_fused	4220001	4225000	2473	2554	2664	0.597
NC_003062_3_fused	4225001	4230000	2494	2552	2768	0.583
NC_003062_3_fused	4230001	4235000	2578	2760	2884	0.573
NC_003062_3_fused	4235001	4240000	2601	2722	2928	0.605
NC_003062_3_fused	4240001	4245000	2547	2728	2953	0.573
NC_003062_3_fused	4245001	4250000	2487	2693	2888	0.592
NC_003062_3_fused	4250001	4255000	2457	2642	3025	0.583
NC_003062_3_fused	4255001	4260000	2444	2776	3099	0.608
NC_003062_3_fused	4260001	4265000	2359	2824	2857	0.620
NC_003062_3_fused	4265001	4270000	2389	2808	2775	0.595
NC_003062_3_fused	4270001	4275000	2462	2771	2841	0.595
NC_003062_3_fused	4275001	4280000	2473	2792	3014	0.605
NC_003062_3_fused	4280001	4285000	2598	2994	3070	0.621
NC_003062_3_fused	4285001	4290000	2580	3116	2827	0.604
NC_003062_3_fused	4290001	4295000	2384	2925	2838	0.591
NC_003062_3_fused	4295001	4300000	2356	2859	2817	0.612
NC_003062_3_fused	4300001	4305000	2468	2843	2945	0.597
NC_003062_3_fused	4305001	4310000	2618	2936	2969	0.609
NC_003062_3_fused	4310001	4315000	2554	2986	2795	0.621
NC_003062_3_fused	4315001	4320000	2474	2937	2800	0.616
NC_003062_3_fused	4320001	4325000	2559	2858	2905	0.579
NC_003062_3_fused	4325001	4330000	2484	2882	2965	0.582
NC_003062_3_fused	4330001	4335000	2596	2857	2998	0.557
NC_003062_3_fused	4335001	4340000	2688	2761	3048	0.597
NC_003062_3_fused	4340001	4345000	2616	2563	3145	0.587
NC_003062_3_fused	4345001	4350000	2464	2595	3072	0.599
NC_003062_3_fused	4350001	4355000	2409	2881	3028	0.606
NC_003062_3_fused	4355001	4360000	2403	2874	2888	0.611
NC_003062_3_fused	4360001	4365000	2419	2719	2800	0.608
NC_003062_3_fused	4365001	4370000	2425	2688	2818	0.631
NC_003062_3_fused	4370001	4375000	2451	2601	2842	0.606
NC_003062_3_fused	4375001	4380000	2490	2611	2988	0.623
NC_003062_3_fused	4380001	4385000	2681	2792	3028	0.629
NC_003062_3_fused	4385001	4390000	2627	2825	2969	0.605
NC_003062_3_fused	4390001	4395000	2610	2836	3058	0.582
NC_003062_3_fused	4395001	4400000	2678	2724	3039	0.620
NC_003062_3_fused	4400001	4405000	2433	2689	2929	0.597
NC_003062_3_fused	4405001	4410000	2358	2641	2847	0.601
NC_003062_3_fused	4410001	4415000	2365	2737	2924	0.614
NC_003062_3_fused	4415001	4420000	2364	2800	2887	0.601
